Temperature,Humidity,CO2,Illumination,Time,Growth_rate
20.067898649990696,50.323376255311075,580.8203469025955,146.49142483630786,18.994347125927057,1.3644440796148452
34.9696137659616,63.96627005862269,630.3238150559296,188.7304940906873,22.88051020890559,1.364444444414658
30.841096957410006,78.51637638896719,805.0012684793915,219.53613904777507,16.254578751602157,1.3644444400136282
32.791363699184565,51.6102239994992,1077.4587207480831,180.56286613413013,18.045231686684993,1.3644433434388217
21.049966839653454,57.48752186270906,1021.9868062872765,233.70320175662502,14.795455050513182,1.3644444444445285
25.377618964365055,47.12475149651617,969.8146262015944,116.69170526306257,21.521121324357612,1.3644444444444441
29.220914234754254,65.15519354919715,874.2235107656566,132.64478661108507,20.841421633637445,1.3644441380477972
24.596835084515515,63.38671075553036,1150.4347216896988,107.88120204272856,9.923153177383057,1.3644430662293956
29.97199215860576,77.20518456355177,783.4987438691958,179.4104454762384,18.69694317316057,1.3644185763582912
20.06929947706275,45.107346314740866,1004.4977052865962,204.9161071331075,15.800196972214458,1.3644444444480666
20.063540902475253,78.69198581195208,474.2834320184414,238.10301039889094,8.165235628461172,1.3644444444428354
32.96471937636372,77.18292482117344,1185.871134138775,106.04288787962518,8.003191249713081,1.3644444444444441
34.49457350586091,46.54913860511115,439.5921699516711,241.65463707500115,9.294879306350598,1.3644444444444441
31.335221293759574,45.28362942187708,430.9262717331912,103.0641206111877,8.027300837015007,1.3484752440560441
20.0,80.0,1200.0,255.0,23.0,1.654472602652338
35.0,80.0,1200.0,255.0,23.0,1.3644444444270578
20.0,80.0,536.6397049206737,224.13722465278357,23.0,1.3644444444444441
20.0,80.0,1107.542816698281,185.4173966039632,9.864796485005206,1.3644444444438972
22.2306030939776,54.257784890142105,1200.0,180.6488542705386,23.0,1.3644444445559838
20.0,80.0,1097.8623723768235,118.69292181877107,23.0,1.3644444444444441
20.0,51.17587850506471,910.7360035670342,255.0,16.27021172787606,1.3644444444507497
22.345716488433247,80.0,1200.0,255.0,8.192803714923292,1.3644444444444441
